long_name,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
izunna arnest uzochukwu,68,27,171,76,2,75,55,58,68,64,76,30,48,53,70,44,63,46,48,67,69,74,76,85,68,86,71,84,77,75,64,76,69,51,66,40,72,64,66,63,10,6,6,14,13,0
alexey nikitin,68,25,187,87,2,58,22,48,35,68,73,50,20,68,56,15,21,34,20,61,49,59,58,51,55,39,28,83,60,83,14,61,65,28,34,41,61,68,70,67,10,16,14,12,14,0
marko milinkovic,68,29,179,72,3,77,66,57,74,24,64,65,63,42,60,63,74,69,60,46,75,75,79,76,65,71,74,38,73,59,68,72,40,65,50,63,65,17,14,20,10,6,7,11,6,0
adriano grimaldi,68,26,188,90,2,67,68,50,58,25,77,43,67,66,57,64,57,58,58,39,59,56,76,60,64,55,77,62,65,88,66,70,37,67,49,52,62,13,19,14,8,16,13,9,8,0
mickael gaffoor,68,30,184,80,2,56,22,43,36,64,78,35,13,71,51,23,23,27,26,46,44,58,54,59,58,57,41,80,57,88,17,77,62,26,43,37,60,59,66,72,6,8,10,15,9,0
conor mclaughlin,68,25,183,71,2,70,45,58,64,65,71,71,38,58,66,35,62,61,44,58,66,74,67,71,53,63,62,77,80,68,42,65,64,55,32,49,65,66,68,65,9,13,8,8,6,0
yulian anchico,68,33,182,75,2,77,60,66,68,66,72,66,49,59,70,59,66,58,61,59,71,79,75,73,66,66,71,68,78,71,70,70,68,67,66,59,62,65,66,70,16,14,15,12,12,0
marcel titsch rivero,68,27,182,80,3,64,49,64,67,60,70,56,46,59,72,48,65,40,39,67,69,63,65,68,68,65,52,74,78,67,50,64,66,58,67,46,64,51,65,59,10,12,14,9,13,0
carlos lampe,68,30,192,86,1,0,0,0,0,0,0,14,17,12,19,12,13,13,18,15,21,28,35,39,64,34,13,36,18,70,17,35,27,17,55,14,45,17,17,13,65,71,68,64,69,32
emilio izaguirre,68,31,177,77,2,67,36,64,68,66,70,61,25,58,67,30,67,66,53,63,65,66,67,76,64,77,57,70,85,63,33,71,70,59,63,53,63,63,68,67,9,7,8,10,14,0
abdallah el said,68,31,176,75,3,73,70,65,66,41,54,63,68,64,70,57,58,62,76,64,74,76,71,79,70,71,78,53,64,54,69,43,42,64,59,69,64,40,37,27,8,9,15,10,11,0
hassan ali al raheb,68,33,168,63,3,81,65,43,61,29,67,40,71,70,52,55,57,37,45,31,62,79,82,68,60,78,62,86,77,69,60,45,35,75,41,50,64,25,16,23,12,6,9,15,12,0
hanyer mosquera,68,30,185,85,2,49,41,41,44,68,73,22,35,65,46,25,38,34,37,50,52,47,51,44,64,42,66,72,57,83,36,68,72,32,45,35,64,67,69,66,15,12,7,12,15,0
jose leonardo ribeiro da silva,68,29,188,86,2,36,34,53,46,65,77,39,35,63,60,44,40,28,36,64,54,33,38,39,63,46,43,77,65,85,23,71,67,25,56,34,60,62,68,64,8,8,15,14,7,0
kennedy igboananike,68,28,175,70,3,90,66,49,68,28,63,40,66,63,64,62,66,53,25,36,63,91,90,92,60,81,67,92,71,59,64,58,24,66,48,69,56,25,23,26,13,13,8,15,6,0
sam morsy,68,25,175,76,3,66,56,63,70,60,76,52,53,47,70,49,70,39,55,62,66,64,67,81,70,78,60,80,73,77,60,78,68,60,68,44,76,57,65,55,14,15,8,8,13,0
simon makienok,68,26,201,94,2,39,66,50,59,25,81,30,65,84,63,66,59,63,38,49,70,37,41,39,65,31,68,67,78,90,64,65,24,69,48,72,66,16,18,19,12,8,16,12,6,0
pascal testroet,68,26,185,86,3,71,67,55,66,37,76,57,66,62,60,60,67,80,39,41,64,67,75,68,61,76,70,76,74,78,67,72,35,69,50,69,63,29,39,33,12,10,15,16,12,0
julian leist,68,29,192,85,2,51,29,42,44,66,80,27,21,68,52,39,37,25,20,49,53,51,51,45,64,44,46,54,70,87,27,80,67,30,46,35,71,64,69,58,13,10,6,13,15,0
juan aguilera nunez,68,31,185,76,3,62,54,63,70,59,73,41,52,37,73,42,71,72,60,69,70,71,55,76,59,59,63,61,73,76,57,67,69,59,63,40,76,52,68,54,6,6,16,13,8,0
ivan franjic,68,29,180,77,3,76,62,64,67,62,68,72,57,57,68,57,67,63,32,61,68,76,76,62,65,65,68,69,69,68,66,67,62,68,59,59,62,59,65,67,9,6,13,10,13,0
tom bradshaw,68,24,178,71,3,82,66,46,67,22,67,42,69,60,58,62,63,38,35,36,64,83,81,86,67,80,64,81,83,67,59,44,20,69,42,68,65,20,16,16,12,12,16,11,14,0
teddy mezague,68,27,187,88,2,50,32,50,40,66,78,48,31,69,58,19,32,27,21,56,46,48,51,48,64,50,31,66,67,86,38,76,63,34,46,35,59,65,68,67,11,9,14,14,13,0
oliver buff,68,24,176,68,2,69,63,70,66,53,63,71,63,39,69,61,64,65,66,64,68,68,69,73,59,74,61,62,71,61,65,60,57,72,75,61,69,52,55,59,8,12,8,6,10,0
fredrik oldrup jensen,68,24,185,73,2,58,54,63,65,61,70,46,51,60,72,47,60,58,58,69,70,59,58,67,68,70,61,68,75,72,59,57,67,57,63,41,66,57,63,51,12,16,8,14,10,0
jeronimo amione,68,27,173,77,2,71,67,58,68,23,75,63,70,60,64,60,68,64,38,53,66,70,71,73,66,74,68,83,66,75,67,86,21,65,52,50,56,15,18,26,8,9,6,15,8,0
thanos petsos,68,26,184,80,2,60,59,61,61,65,75,41,46,61,68,56,54,61,70,64,68,54,64,68,71,65,79,72,79,75,72,70,61,45,64,58,66,65,68,63,9,11,11,11,11,0
nico klotz,68,30,173,68,3,85,57,60,70,61,69,66,58,38,63,55,69,54,51,57,67,86,84,83,67,83,59,70,81,69,55,55,63,54,56,62,61,64,64,59,10,16,8,16,16,0
bennard kumordzi,68,32,187,79,2,44,63,64,63,65,70,52,57,72,70,62,62,58,50,68,65,49,39,59,73,58,73,62,58,75,64,73,72,73,65,59,73,57,67,62,15,8,15,16,15,0
dejan lekic,68,32,193,88,3,34,69,53,57,33,73,44,72,79,60,66,60,66,51,39,54,34,34,55,69,33,71,37,60,89,60,58,24,76,56,67,54,24,34,27,7,8,9,7,7,0
seung hee lee,68,29,185,80,2,55,46,59,63,65,77,43,43,45,65,33,63,43,64,61,63,52,58,68,62,53,35,62,70,81,65,77,65,53,68,56,60,66,69,71,14,7,8,16,14,0
timo beermann,68,26,188,85,2,52,38,39,42,68,74,28,37,73,44,24,36,31,30,52,40,48,55,63,66,52,53,76,66,80,33,67,64,28,36,28,61,67,69,68,16,12,12,15,16,0
yoann court,68,27,172,70,3,74,59,69,69,40,65,65,57,26,76,32,66,70,61,64,67,74,74,78,70,82,75,71,83,62,61,46,49,53,64,46,60,32,44,43,12,16,7,13,13,0
raphael caceres,68,29,187,80,3,65,65,63,67,26,77,78,64,72,63,58,69,51,51,54,65,64,65,71,65,52,70,74,69,84,62,72,29,66,59,63,63,17,20,18,11,11,12,16,15,0
john tshibumbu,68,28,176,70,3,78,65,58,69,25,66,50,67,71,66,59,68,57,60,57,69,79,77,71,65,76,63,72,71,62,67,67,24,62,54,63,64,20,17,17,15,7,15,11,6,0
ciprian ioan deac,68,31,177,66,3,65,66,68,67,50,68,68,63,52,70,61,63,62,67,62,70,64,65,72,74,65,74,50,69,70,65,66,66,63,69,66,64,36,55,47,7,14,9,9,14,0
turgut dogan sahin,68,29,180,71,3,75,65,60,72,26,65,62,63,59,61,65,73,43,61,60,69,74,75,75,67,74,70,77,67,58,64,75,50,64,60,66,64,13,15,17,11,13,10,7,11,0
jens cools,68,26,189,75,2,57,52,65,58,67,72,68,45,69,66,48,56,61,64,65,61,54,60,59,66,56,62,61,78,71,56,69,68,54,59,52,62,66,67,66,9,14,13,8,6,0
aridai cabrera suarez,68,28,168,60,3,76,65,50,73,21,58,42,62,59,62,58,72,46,51,41,66,81,71,93,69,94,74,75,63,57,66,50,25,75,46,57,61,13,13,18,11,9,9,12,8,0
francisco velez jimenez,68,26,182,79,2,53,34,63,58,64,76,58,28,60,71,17,51,50,31,63,67,54,53,69,65,54,51,73,76,79,37,71,67,33,63,34,58,61,68,63,15,7,8,10,12,0
collin quaner,68,26,191,79,3,75,65,53,64,27,73,59,67,66,62,60,66,43,38,46,62,71,78,61,64,54,70,44,74,79,59,62,21,63,45,55,59,19,27,23,9,14,9,11,13,0
kamil drygas,68,25,184,72,3,64,65,65,65,64,76,62,63,69,67,61,62,61,64,62,65,57,69,76,65,67,69,75,91,66,66,81,65,65,70,58,57,62,65,63,9,10,7,7,7,0
zakarya bergdich,68,28,174,68,2,83,51,65,69,64,71,73,46,64,65,38,68,75,46,68,69,85,81,81,57,74,74,86,59,79,39,60,65,67,59,44,61,61,67,65,15,12,9,6,11,0
stefan ortega,68,24,185,88,1,0,0,0,0,0,0,18,15,20,38,13,20,16,12,49,42,49,53,42,68,54,23,73,27,73,12,29,27,10,13,24,35,13,12,15,69,64,78,57,73,51
roland alberg,68,26,180,72,3,64,67,66,69,39,64,61,64,58,68,65,68,75,67,66,70,62,66,68,68,67,73,67,66,69,67,49,34,69,64,74,65,37,39,35,13,15,10,6,11,0
gordan bunoza,68,29,197,95,2,50,37,49,45,66,80,55,24,68,59,23,39,30,38,51,45,66,36,59,57,55,62,63,69,92,48,69,71,29,30,34,70,66,65,61,8,15,13,13,16,0
tomas koubek,68,24,197,95,1,0,0,0,0,0,0,13,12,13,20,19,17,18,16,32,24,22,27,25,68,29,22,53,28,66,17,31,11,8,39,20,46,14,12,16,69,67,63,70,64,25
victor ulloa,68,25,180,75,2,55,57,62,64,64,73,44,50,67,71,42,61,66,57,64,66,57,54,67,66,74,79,72,80,69,60,73,68,46,61,53,63,63,63,59,10,14,13,10,15,0
alexander merkel,68,25,179,73,3,72,61,71,71,47,57,69,56,54,75,70,69,74,73,72,72,77,67,78,71,75,66,48,62,56,69,53,41,61,66,53,66,37,58,47,14,7,7,12,10,0
adam davies,68,24,191,80,1,0,0,0,0,0,0,12,11,16,25,13,12,16,18,13,16,42,40,39,69,40,26,46,36,47,15,34,17,14,44,23,32,12,16,13,67,65,59,66,69,41
john lundstram,68,23,181,74,3,65,59,69,65,57,65,63,57,52,74,48,63,59,63,68,68,66,65,68,62,64,66,62,75,65,60,54,60,56,69,52,67,56,58,54,14,6,6,9,8,0
josh morris,68,25,182,72,2,70,66,65,70,57,67,66,66,54,65,38,70,69,65,61,63,76,65,88,64,79,71,63,75,67,68,57,54,67,66,67,63,63,55,52,11,11,12,9,9,0
luca tremolada,68,25,176,69,3,74,57,68,71,26,57,65,54,45,71,53,73,67,70,66,69,75,74,73,62,72,56,41,74,58,62,38,26,60,68,60,70,24,22,28,12,10,11,7,7,0
francisco pablo cruz torres,68,26,185,75,2,50,36,54,51,65,76,33,28,63,69,33,40,42,40,62,58,45,54,67,64,65,57,75,78,76,35,75,65,36,47,38,58,65,66,63,10,14,8,12,7,0
franco signorelli,68,26,178,68,2,67,54,68,65,59,69,61,45,55,74,46,63,53,51,70,66,68,67,71,68,68,68,64,75,64,61,76,62,61,69,47,67,53,63,63,13,11,11,13,12,0
elvis manu,68,23,173,70,3,91,66,54,72,27,74,61,62,59,58,67,72,65,52,44,70,90,91,79,66,80,77,67,71,77,68,74,22,62,46,52,67,22,26,23,6,9,14,9,10,0
rafal janicki,68,24,188,83,2,54,34,59,50,68,75,54,24,56,66,30,48,53,34,68,52,49,58,50,52,56,54,74,65,81,33,71,66,40,51,50,64,68,72,68,11,8,12,16,14,0
zacharie boucher,68,25,181,79,1,0,0,0,0,0,0,9,12,21,20,10,15,12,9,22,22,54,58,57,64,64,16,82,42,75,8,40,22,13,33,22,26,10,11,12,68,64,71,65,73,56
alejandro perez navarro,68,25,192,84,2,40,27,46,39,68,74,19,20,67,63,26,33,28,31,54,48,39,40,29,66,31,42,45,53,88,25,72,68,27,44,41,63,66,71,62,16,15,11,7,15,0
manuel torres jimenez,68,26,175,67,3,91,55,61,72,40,52,59,54,38,64,49,73,68,58,56,67,90,92,83,61,82,63,62,65,47,50,48,40,63,60,48,58,36,46,33,11,8,12,7,13,0
nicklas helenius,68,26,196,88,2,66,68,57,64,25,66,28,67,64,65,65,65,66,56,61,69,64,68,56,62,33,72,34,73,78,66,33,23,65,65,73,56,11,29,19,11,13,15,8,15,0
eduard campabadal claros,68,24,178,77,2,71,19,53,59,69,66,65,12,56,59,27,54,47,45,52,62,70,72,71,63,69,23,71,66,65,21,68,70,22,37,48,58,70,69,72,15,7,12,10,14,0
mads agesen,68,34,190,81,2,49,24,46,36,67,78,36,12,68,57,12,24,36,38,43,44,48,49,58,60,47,45,60,77,79,25,83,65,32,43,39,55,69,68,64,14,11,10,11,10,0
mathieu deplagne,68,25,183,78,2,54,28,57,44,73,73,61,21,71,60,25,30,35,55,57,60,55,53,49,60,63,35,72,68,73,27,81,75,41,55,58,62,71,75,75,10,11,10,10,10,0
patrik hidi,68,26,186,78,3,59,64,73,66,51,57,72,61,52,74,64,64,67,68,75,71,58,59,64,62,56,70,42,65,62,71,40,36,49,72,59,57,54,57,55,16,11,9,9,12,0
daniel bode,68,30,190,85,2,63,66,65,61,39,79,67,70,71,69,70,58,55,44,59,65,65,62,59,58,69,69,83,59,92,56,68,40,68,67,50,80,37,29,36,9,16,6,9,16,0
thomas geyer,68,26,179,73,2,69,25,47,47,68,70,25,19,65,67,22,33,22,13,65,58,67,71,63,62,68,37,90,73,68,21,67,68,36,35,30,58,66,70,66,14,13,7,11,13,0
gershon koffie,68,25,183,70,3,70,59,60,68,64,79,41,53,65,68,43,67,70,46,63,68,71,69,68,65,77,70,71,80,80,66,77,63,59,62,51,67,63,66,64,10,9,10,7,9,0
veton berisha,68,23,175,71,2,81,66,58,70,35,78,59,63,54,62,59,67,63,44,49,69,80,82,80,67,82,76,85,83,74,64,81,37,67,60,67,63,37,29,24,13,14,12,11,9,0
callum harriott,68,23,165,66,3,87,64,60,73,29,56,66,64,34,60,45,73,60,50,54,69,88,86,83,62,91,66,83,53,56,68,52,21,62,63,52,61,30,31,30,8,11,13,15,15,0
zac macmath,68,25,188,88,1,0,0,0,0,0,0,19,18,14,29,10,13,16,14,38,16,39,34,36,64,44,17,56,31,56,15,38,14,13,41,17,44,13,9,8,69,65,55,68,71,36
christoffer remmer,68,24,182,75,2,78,46,61,66,64,69,69,40,55,61,42,64,64,48,60,65,77,78,72,63,73,58,74,79,63,47,69,63,59,57,30,64,65,66,62,13,7,15,13,12,0
ethan ebanks landell,68,24,188,88,2,65,48,51,55,66,74,51,40,58,57,35,53,32,22,53,57,64,66,56,64,59,66,73,68,80,60,66,65,33,52,36,43,67,69,67,10,8,8,7,11,0
piotr parzyszek,68,23,191,85,2,62,62,52,64,32,76,42,68,70,64,65,62,52,43,33,68,55,67,66,68,50,57,61,80,79,54,66,26,72,56,56,66,22,37,24,14,10,10,10,7,0
erdin demir,68,27,178,72,2,76,49,63,68,62,65,70,37,53,66,53,67,69,54,61,68,77,76,71,68,76,69,63,78,58,52,66,63,57,55,48,71,62,64,63,13,13,11,7,7,0
enej jelenic,68,24,181,74,3,81,60,63,71,43,64,65,56,54,66,58,69,67,62,62,69,75,86,87,66,75,68,57,71,70,60,43,50,60,54,60,76,30,47,48,8,13,10,5,9,0
viktor klonaridis,68,24,180,76,3,83,68,63,68,45,60,62,68,36,66,57,68,60,60,63,66,84,82,77,60,74,71,62,64,56,68,63,58,70,58,62,64,41,46,40,11,8,14,11,12,0
marvin knoll,68,26,184,81,2,74,52,62,63,64,73,65,38,59,64,49,59,72,76,57,64,72,76,73,64,66,77,87,61,78,62,70,59,49,54,46,59,65,67,67,14,9,14,10,11,0
josh williams,68,29,188,87,2,67,45,61,58,66,72,51,39,66,73,49,62,56,40,68,56,65,69,46,57,62,64,71,73,72,44,71,67,34,49,38,50,66,67,63,12,13,14,8,15,0
luciano slagveer,68,23,181,76,3,91,64,59,69,51,62,54,66,57,60,58,67,64,42,56,68,91,91,83,61,70,65,73,70,63,62,48,50,65,66,53,62,58,45,45,11,15,12,14,16,0
ho nam kim,68,28,178,72,2,73,60,64,69,40,73,72,60,62,65,56,67,59,56,63,65,74,73,83,68,77,58,83,82,76,63,53,52,66,58,62,59,33,34,32,13,13,9,16,13,0
fabricio dos santos messias,68,27,182,75,3,59,69,65,70,35,73,62,70,63,65,59,71,75,72,60,70,56,61,71,68,60,73,66,74,74,66,73,51,64,69,64,67,24,27,30,9,14,13,10,10,0
ziya erdal,68,29,182,73,3,71,51,58,62,65,74,64,42,58,62,36,60,52,47,64,62,74,68,66,71,63,72,64,78,71,56,81,70,44,46,44,68,62,67,68,16,16,6,9,11,0
deniss rakels,68,24,179,73,3,74,65,57,69,27,71,66,69,63,60,55,68,53,48,53,68,77,71,75,66,71,67,84,75,72,53,62,31,70,51,65,60,19,24,20,14,13,15,6,14,0
david bingham,68,27,188,84,1,0,0,0,0,0,0,13,9,14,36,10,13,12,19,34,17,39,39,44,60,47,24,59,26,57,13,34,15,12,45,20,39,14,16,12,69,64,69,67,71,39
luis felipe dias do nascimento,68,26,178,74,2,69,54,61,69,69,64,68,42,64,64,45,69,69,49,56,70,69,69,69,66,66,75,70,48,70,64,67,67,54,52,50,63,72,68,70,11,9,14,10,9,0
dimitri bisoli,68,23,180,72,2,73,60,63,66,53,62,49,59,45,72,52,65,51,47,69,69,74,73,56,61,75,62,71,73,57,64,59,64,65,66,45,61,46,60,41,15,14,9,15,11,0
stevie may,68,24,178,67,3,75,66,61,66,27,65,59,65,64,63,60,65,59,54,54,66,74,76,71,67,62,69,84,76,64,64,47,29,74,65,62,64,19,24,22,7,8,13,11,8,0
loic puyo,68,28,182,78,2,62,58,70,71,56,70,70,61,57,72,57,70,61,72,71,72,62,62,78,66,68,56,61,82,66,57,69,45,68,67,40,62,58,59,59,16,11,9,10,11,0
daryl horgan,68,24,170,70,4,86,60,62,72,22,59,69,62,49,58,54,71,67,67,56,70,85,87,85,58,80,60,79,84,56,57,30,16,60,63,61,56,17,23,20,7,13,15,12,7,0
aslan dudiev,68,27,180,72,2,88,34,67,69,61,68,66,15,53,70,24,69,55,53,64,70,82,92,64,71,75,67,56,67,69,38,72,64,63,69,46,69,60,61,63,12,12,10,7,9,0
nicholas yennaris,68,24,170,70,2,75,57,63,68,67,68,59,62,55,70,29,63,53,25,65,67,76,74,81,74,82,60,74,77,64,48,65,68,64,64,50,69,69,69,68,11,7,13,7,8,0
marco urena,68,27,179,70,2,83,65,58,71,40,70,57,65,55,64,62,70,49,59,46,69,81,84,85,68,73,65,44,70,70,64,75,39,71,61,60,65,36,41,31,12,10,14,10,14,0
jake gleeson,68,27,191,91,1,0,0,0,0,0,0,12,16,19,33,12,10,20,11,33,17,37,42,36,62,41,22,59,28,66,20,35,15,12,40,13,50,13,11,11,68,67,65,69,69,40
josh vela,68,23,185,70,3,67,56,65,69,60,73,59,60,48,73,56,67,46,50,68,70,66,68,73,65,76,46,62,80,67,58,84,46,65,63,46,71,64,66,68,14,9,9,12,15,0
ryan tunnicliffe,68,24,183,80,3,66,58,67,66,63,72,66,53,56,71,49,64,60,47,65,70,67,65,60,65,68,68,61,76,70,61,76,66,64,68,56,62,60,66,65,8,13,13,12,7,0
maik kegel,68,27,183,82,2,62,55,68,62,57,62,65,56,49,68,55,60,65,68,68,64,62,62,61,70,56,49,55,71,64,58,46,67,64,72,52,65,51,62,47,14,11,6,16,11,0
joshua brillante,68,24,177,73,2,67,53,65,63,64,73,62,48,47,70,42,61,55,56,65,62,64,69,73,66,70,59,72,80,71,65,69,70,51,62,43,70,65,66,64,12,9,14,6,11,0
robert hall,68,23,173,66,3,88,61,61,68,21,62,69,62,59,61,57,69,67,63,56,64,87,88,75,61,82,60,76,67,60,61,56,13,65,54,51,59,17,20,13,13,11,9,10,16,0
ouasim bouy,68,24,181,79,3,59,61,73,71,66,68,65,50,68,78,58,72,63,75,75,76,64,54,61,62,55,78,57,69,69,75,66,68,60,72,49,64,64,67,64,8,9,7,14,12,0
arlind ajeti,68,23,184,83,2,70,32,50,49,68,71,50,21,68,54,40,42,43,41,52,53,69,70,69,61,47,52,78,60,78,34,64,67,31,46,45,60,69,68,65,11,10,8,11,12,0
bobby reid,68,24,170,68,3,82,66,65,72,55,61,64,69,50,66,54,70,61,62,64,71,85,79,84,67,85,65,72,75,58,63,46,56,71,68,65,60,53,58,54,8,12,13,8,10,0
jiri skalak,68,25,177,76,3,68,64,65,71,29,65,71,62,55,64,65,69,74,69,59,72,71,66,76,65,78,67,72,62,67,61,63,56,66,64,70,59,12,26,10,11,8,12,8,15,0
stephane bahoken,68,25,185,78,3,79,65,50,69,22,63,61,72,62,61,37,70,22,30,25,68,78,79,78,52,72,67,61,59,73,56,41,23,72,51,46,61,12,22,14,6,14,15,10,16,0
jon toral,68,22,184,77,3,63,62,68,67,49,63,68,59,59,69,63,69,55,59,67,68,61,64,58,59,58,67,51,66,70,65,46,46,73,74,49,59,38,59,48,7,16,14,9,12,0
donny toia,68,25,173,72,2,75,51,57,64,65,70,58,39,62,63,46,63,58,34,56,62,77,74,67,72,75,68,80,78,64,62,74,65,50,54,49,67,66,66,65,15,6,15,7,16,0
nils teixeira,68,26,177,70,2,78,50,63,69,65,63,64,39,47,66,53,67,67,61,64,67,82,75,80,63,84,63,81,72,56,56,65,62,55,54,55,58,67,69,70,11,11,13,15,11,0
nick pope,68,25,192,76,1,0,0,0,0,0,0,11,14,11,32,14,13,11,12,35,24,50,45,29,53,45,17,59,32,52,15,36,17,13,39,22,37,15,15,14,72,67,66,67,69,47
chaker alhadhur,68,25,172,65,2,67,35,57,62,68,39,65,19,53,66,38,57,52,31,55,62,66,67,77,66,83,56,63,64,28,49,30,67,37,43,38,62,67,72,71,11,15,9,14,9,0
jon gudhni fjoluson,68,28,191,86,2,51,48,53,51,66,76,44,36,68,54,46,48,52,59,61,54,47,54,57,65,44,68,67,63,83,53,78,67,35,51,66,64,62,68,64,12,14,11,15,15,0
juan david valencia,68,31,183,77,2,77,56,64,66,63,70,68,45,53,61,32,66,66,73,65,65,76,77,68,67,67,74,69,72,73,70,59,71,70,60,31,61,57,67,64,11,13,8,15,15,0
janis blaswich,68,26,193,90,1,0,0,0,0,0,0,20,18,15,38,13,19,29,8,34,31,45,38,31,53,33,32,73,31,74,16,39,19,11,41,30,44,11,15,13,69,68,67,62,74,41
michael de leeuw,68,30,178,67,2,56,69,59,68,53,72,52,70,85,66,70,66,52,57,51,71,61,52,68,68,74,67,77,83,65,65,73,53,77,64,71,66,39,53,59,6,15,12,8,14,0
yannick stark,68,26,185,81,2,67,63,62,64,65,78,58,56,68,66,49,62,59,56,63,67,69,66,67,67,64,77,76,77,78,70,81,64,57,61,64,71,59,69,67,8,7,14,8,7,0
aleksandar tonev,68,27,178,65,3,87,66,65,71,42,60,66,59,54,65,64,71,66,67,64,66,88,86,87,57,78,80,74,79,58,74,37,43,52,62,53,75,32,46,44,7,7,9,14,14,0
paul papp,68,27,188,80,2,64,50,57,48,67,69,59,44,74,67,43,43,52,49,64,49,63,65,59,59,59,68,70,67,72,48,63,65,45,33,51,71,67,66,68,8,7,8,9,6,0
marcus bettinelli,68,25,194,82,1,0,0,0,0,0,0,12,19,11,30,12,11,12,19,38,24,59,57,35,52,37,20,75,41,63,14,32,16,14,36,18,58,15,18,17,72,66,62,67,70,58
rory mckenzie,68,23,175,75,3,85,58,63,69,26,66,58,63,61,68,38,65,54,48,59,67,83,86,92,66,82,52,77,68,63,55,70,42,61,66,64,57,12,21,19,15,11,15,12,7,0
jak alnwick,68,24,188,82,1,0,0,0,0,0,0,20,14,17,32,11,11,21,29,32,34,44,55,50,62,52,32,72,41,59,12,40,22,13,55,44,50,14,21,20,68,66,64,67,69,50
samy kehli,68,26,190,77,2,71,57,66,67,28,67,62,64,64,70,42,68,39,39,66,71,68,74,64,63,44,68,51,75,74,34,41,29,69,74,49,72,21,27,15,11,6,9,14,16,0
dico koppers,68,25,179,72,2,74,47,60,67,66,68,63,44,67,66,36,66,55,37,59,67,76,73,67,67,75,58,91,72,63,40,70,67,64,56,48,65,67,64,66,16,8,10,11,15,0
juan carlos real ruiz,68,26,183,72,3,64,59,68,68,44,56,64,61,49,72,49,67,55,54,64,68,67,61,73,62,70,56,58,67,55,59,45,45,68,73,55,63,37,49,41,8,11,14,6,8,0
rohan ince,68,24,191,80,2,70,46,54,63,67,78,30,27,68,65,62,65,42,40,60,64,68,71,57,62,59,70,68,73,83,59,74,69,51,59,41,66,63,68,70,13,13,13,11,16,0
shawn parker,68,24,179,78,3,79,69,56,70,27,58,51,66,57,61,56,71,47,57,47,68,79,79,76,62,74,80,80,49,61,71,55,35,66,59,65,57,19,22,22,6,7,13,11,7,0
tom beugelsdijk,68,26,192,79,2,50,39,41,40,65,75,25,34,73,57,29,33,35,23,42,53,50,50,33,57,33,56,71,60,80,33,84,59,36,36,44,60,65,69,60,11,13,15,8,10,0
thomas grogaard,68,23,180,73,3,75,43,61,66,65,68,67,35,50,64,58,63,60,37,52,66,78,72,77,61,77,56,51,76,70,35,58,67,60,65,60,64,66,66,65,15,9,12,16,9,0
simon kroon,68,24,183,73,2,86,59,62,69,30,57,63,59,41,60,54,71,65,61,58,64,90,83,80,68,67,63,60,61,51,55,68,47,63,65,61,63,17,33,15,9,14,6,11,15,0
mats seuntjens,68,25,187,81,2,67,66,65,69,61,75,67,68,66,65,58,67,64,48,67,72,61,72,67,68,73,69,76,75,77,64,70,59,67,66,59,67,57,64,59,13,7,9,9,10,0
stefan schwab,68,26,183,78,3,69,65,67,66,61,76,59,63,67,66,64,64,63,60,74,72,66,71,63,61,64,68,64,83,76,69,70,63,62,73,65,69,60,57,61,15,10,16,13,6,0
diego rubio,68,24,179,77,3,70,69,54,68,29,58,52,69,67,59,69,66,60,42,43,69,73,68,73,62,78,73,68,55,55,64,66,23,68,57,74,58,28,22,24,7,12,11,15,9,0
gary mackay steven,68,26,173,70,4,84,59,61,72,33,57,65,57,47,64,58,72,66,40,53,68,86,82,89,60,82,63,70,65,54,62,49,25,63,64,55,64,32,35,33,8,11,7,7,15,0
damian zbozien,68,28,186,80,2,52,49,59,60,73,70,69,46,50,56,47,59,49,36,61,63,70,38,61,58,56,64,80,71,71,38,66,80,53,59,50,65,71,80,68,13,9,16,8,14,0
sebastian maier,68,23,179,68,3,75,62,65,72,28,56,66,54,47,68,62,71,70,70,55,69,79,72,85,64,77,70,71,59,53,71,54,38,61,64,59,53,22,24,20,11,7,14,9,8,0
korbinian vollmann,68,23,174,70,4,80,61,63,70,43,70,58,58,38,69,51,68,63,60,59,66,83,78,84,62,86,70,73,77,65,64,72,50,64,62,55,62,37,46,42,10,11,10,7,15,0
cristiano pereira figueiredo,68,26,194,88,1,0,0,0,0,0,0,18,15,17,26,18,16,12,17,19,20,27,33,37,64,30,35,50,37,85,20,31,24,18,40,21,21,12,10,15,64,69,66,70,68,30
mattia valoti,68,23,187,73,3,75,61,72,73,33,46,73,55,43,75,59,73,78,65,71,76,74,75,72,63,76,64,56,70,35,71,43,37,61,69,59,63,23,36,40,6,12,11,8,14,0
bjarne thoelke,68,25,191,84,2,45,33,45,55,67,72,37,24,70,58,34,55,28,29,50,60,53,38,40,65,41,57,61,60,81,29,68,61,29,35,43,60,67,70,64,8,16,14,8,15,0
